,v1,v2,v3,v4,v5,word_length,nltk_tokens,spaCy_tokens,nltk_lemmatization,spaCy_lemmatization
679,ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,,,,108,"['Missed', 'your', 'call', 'cause', 'I', 'was', 'yelling', 'at', 'scrappy', '.', 'Miss', 'u', '.', 'Ca', ""n't"", 'wait', 'for', 'u', 'to', 'come', 'home', '.', 'I', ""'m"", 'so', 'lonely', 'today', '.']","['Missed', 'your', 'call', 'cause', 'I', 'was', 'yelling', 'at', 'scrappy', '.', 'Miss', 'u.', 'Ca', ""n't"", 'wait', 'for', 'u', 'to', 'come', 'home', '.', 'I', ""'m"", 'so', 'lonely', 'today', '.']","['Missed', 'your', 'call', 'cause', 'I', 'wa', 'yelling', 'at', 'scrappy', '.', 'Miss', 'u', '.', 'Ca', ""n't"", 'wait', 'for', 'u', 'to', 'come', 'home', '.', 'I', ""'m"", 'so', 'lonely', 'today', '.']","['miss', 'your', 'call', 'cause', 'I', 'be', 'yell', 'at', 'scrappy', '.', 'Miss', 'u.', 'can', 'not', 'wait', 'for', 'u', 'to', 'come', 'home', '.', 'I', 'be', 'so', 'lonely', 'today', '.']"
680,ham,What is this 'hex' place you talk of? Explain!,,,,46,"['What', 'is', 'this', ""'hex"", ""'"", 'place', 'you', 'talk', 'of', '?', 'Explain', '!']","['What', 'is', 'this', ""'"", 'hex', ""'"", 'place', 'you', 'talk', 'of', '?', 'Explain', '!']","['What', 'is', 'this', ""'hex"", ""'"", 'place', 'you', 'talk', 'of', '?', 'Explain', '!']","['what', 'be', 'this', ""'"", 'hex', ""'"", 'place', 'you', 'talk', 'of', '?', 'explain', '!']"
681,ham,ÌÏ log off 4 wat. It's sdryb8i,,,,30,"['ÌÏ', 'log', 'off', '4', 'wat', '.', 'It', ""'s"", 'sdryb8i']","['ÌÏ', 'log', 'off', '4', 'wat', '.', 'It', ""'s"", 'sdryb8i']","['ÌÏ', 'log', 'off', '4', 'wat', '.', 'It', ""'s"", 'sdryb8i']","['ÌÏ', 'log', 'off', '4', 'wat', '.', 'it', 'be', 'sdryb8i']"
682,ham,Is xy going 4 e lunch?,,,,22,"['Is', 'xy', 'going', '4', 'e', 'lunch', '?']","['Is', 'xy', 'going', '4', 'e', 'lunch', '?']","['Is', 'xy', 'going', '4', 'e', 'lunch', '?']","['be', 'xy', 'go', '4', 'e', 'lunch', '?']"
683,spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,,,,158,"['Hi', 'I', ""'m"", 'sue', '.', 'I', 'am', '20', 'years', 'old', 'and', 'work', 'as', 'a', 'lapdancer', '.', 'I', 'love', 'sex', '.', 'Text', 'me', 'live', '-', 'I', ""'m"", 'i', 'my', 'bedroom', 'now', '.', 'text', 'SUE', 'to', '89555', '.', 'By', 'TextOperator', 'G2', '1DA', '150ppmsg', '18+']","['Hi', 'I', ""'m"", 'sue', '.', 'I', 'am', '20', 'years', 'old', 'and', 'work', 'as', 'a', 'lapdancer', '.', 'I', 'love', 'sex', '.', 'Text', 'me', 'live', '-', 'I', ""'m"", 'i', 'my', 'bedroom', 'now', '.', 'text', 'SUE', 'to', '89555', '.', 'By', 'TextOperator', 'G2', '1DA', '150ppmsg', '18', '+']","['Hi', 'I', ""'m"", 'sue', '.', 'I', 'am', '20', 'year', 'old', 'and', 'work', 'a', 'a', 'lapdancer', '.', 'I', 'love', 'sex', '.', 'Text', 'me', 'live', '-', 'I', ""'m"", 'i', 'my', 'bedroom', 'now', '.', 'text', 'SUE', 'to', '89555', '.', 'By', 'TextOperator', 'G2', '1DA', '150ppmsg', '18+']","['hi', 'I', 'be', 'sue', '.', 'I', 'be', '20', 'year', 'old', 'and', 'work', 'as', 'a', 'lapdancer', '.', 'I', 'love', 'sex', '.', 'text', 'I', 'live', '-', 'I', 'be', 'I', 'my', 'bedroom', 'now', '.', 'text', 'SUE', 'to', '89555', '.', 'by', 'TextOperator', 'G2', '1DA', '150ppmsg', '18', '+']"
684,ham,I wanted to ask Ì_ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,,,,87,"['I', 'wanted', 'to', 'ask', 'Ì_', 'to', 'wait', '4', 'me', 'to', 'finish', 'lect', '.', 'Cos', 'my', 'lect', 'finishes', 'in', 'an', 'hour', 'anyway', '.']","['I', 'wanted', 'to', 'ask', 'Ì', '_', 'to', 'wait', '4', 'me', 'to', 'finish', 'lect', '.', 'Cos', 'my', 'lect', 'finishes', 'in', 'an', 'hour', 'anyway', '.']","['I', 'wanted', 'to', 'ask', 'Ì_', 'to', 'wait', '4', 'me', 'to', 'finish', 'lect', '.', 'Cos', 'my', 'lect', 'finish', 'in', 'an', 'hour', 'anyway', '.']","['I', 'want', 'to', 'ask', 'Ì', '_', 'to', 'wait', '4', 'I', 'to', 'finish', 'lect', '.', 'cos', 'my', 'lect', 'finish', 'in', 'an', 'hour', 'anyway', '.']"
685,ham,Have you finished work yet? :),,,,30,"['Have', 'you', 'finished', 'work', 'yet', '?', ':', ')']","['Have', 'you', 'finished', 'work', 'yet', '?', ':)']","['Have', 'you', 'finished', 'work', 'yet', '?', ':', ')']","['have', 'you', 'finish', 'work', 'yet', '?', ':)']"
686,ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",,,,143,"['Every', 'King', 'Was', 'Once', 'A', 'Crying', 'Baby', 'And', 'Every', 'Great', 'Building', 'Was', 'Once', 'A', 'Map', '..', 'Not', 'Imprtant', 'Where', 'U', 'r', 'TODAY', ',', 'BUT', 'Where', 'U', 'Wil', 'Reach', 'TOMORW', '.', 'Gud', 'ni8']","['Every', 'King', 'Was', 'Once', 'A', 'Crying', 'Baby', 'And', 'Every', 'Great', 'Building', 'Was', 'Once', 'A', 'Map', '..', 'Not', 'Imprtant', 'Where', 'U', 'r', 'TODAY', ',', 'BUT', 'Where', 'U', 'Wil', 'Reach', 'TOMORW', '.', 'Gud', 'ni8']","['Every', 'King', 'Was', 'Once', 'A', 'Crying', 'Baby', 'And', 'Every', 'Great', 'Building', 'Was', 'Once', 'A', 'Map', '..', 'Not', 'Imprtant', 'Where', 'U', 'r', 'TODAY', ',', 'BUT', 'Where', 'U', 'Wil', 'Reach', 'TOMORW', '.', 'Gud', 'ni8']","['every', 'King', 'be', 'once', 'a', 'cry', 'Baby', 'and', 'every', 'Great', 'building', 'be', 'once', 'a', 'Map', '..', 'not', 'imprtant', 'where', 'U', 'r', 'today', ',', 'but', 'where', 'U', 'Wil', 'Reach', 'tomorw', '.', 'Gud', 'ni8']"
687,ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",,,,169,"['Dear', ',', 'Me', 'at', 'cherthala.in', 'case', 'u', 'r', 'coming', 'cochin', 'pls', 'call', 'bfore', 'u', 'start.i', 'shall', 'also', 'reach', 'accordingly.or', 'tell', 'me', 'which', 'day', 'u', 'r', 'coming.tmorow', 'i', 'am', 'engaged', 'ans', 'its', 'holiday', '.']","['Dear', ',', 'Me', 'at', 'cherthala.in', 'case', 'u', 'r', 'coming', 'cochin', 'pls', 'call', 'bfore', 'u', 'start.i', 'shall', 'also', 'reach', 'accordingly.or', 'tell', 'me', 'which', 'day', 'u', 'r', 'coming.tmorow', 'i', 'am', 'engaged', 'ans', 'its', 'holiday', '.']","['Dear', ',', 'Me', 'at', 'cherthala.in', 'case', 'u', 'r', 'coming', 'cochin', 'pls', 'call', 'bfore', 'u', 'start.i', 'shall', 'also', 'reach', 'accordingly.or', 'tell', 'me', 'which', 'day', 'u', 'r', 'coming.tmorow', 'i', 'am', 'engaged', 'an', 'it', 'holiday', '.']","['dear', ',', 'I', 'at', 'cherthala.in', 'case', 'u', 'r', 'come', 'cochin', 'pls', 'call', 'bfore', 'u', 'start.i', 'shall', 'also', 'reach', 'accordingly.or', 'tell', 'I', 'which', 'day', 'u', 'r', 'coming.tmorow', 'I', 'be', 'engage', 'ans', 'its', 'holiday', '.']"
688,ham,Thanks love. But am i doing torch or bold.,,,,42,"['Thanks', 'love', '.', 'But', 'am', 'i', 'doing', 'torch', 'or', 'bold', '.']","['Thanks', 'love', '.', 'But', 'am', 'i', 'doing', 'torch', 'or', 'bold', '.']","['Thanks', 'love', '.', 'But', 'am', 'i', 'doing', 'torch', 'or', 'bold', '.']","['thank', 'love', '.', 'but', 'be', 'I', 'do', 'torch', 'or', 'bold', '.']"
689,spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,,,,111,"['<', 'Forwarded', 'from', '448712404000', '>', 'Please', 'CALL', '08712404000', 'immediately', 'as', 'there', 'is', 'an', 'urgent', 'message', 'waiting', 'for', 'you', '.']","['<', 'Forwarded', 'from', '448712404000', '>', 'Please', 'CALL', '08712404000', 'immediately', 'as', 'there', 'is', 'an', 'urgent', 'message', 'waiting', 'for', 'you', '.']","['<', 'Forwarded', 'from', '448712404000', '>', 'Please', 'CALL', '08712404000', 'immediately', 'a', 'there', 'is', 'an', 'urgent', 'message', 'waiting', 'for', 'you', '.']","['<', 'forward', 'from', '448712404000', '>', 'please', 'call', '08712404000', 'immediately', 'as', 'there', 'be', 'an', 'urgent', 'message', 'wait', 'for', 'you', '.']"
690,ham,Was the farm open?,,,,18,"['Was', 'the', 'farm', 'open', '?']","['Was', 'the', 'farm', 'open', '?']","['Was', 'the', 'farm', 'open', '?']","['be', 'the', 'farm', 'open', '?']"
691,ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",,,,109,"['Sorry', 'to', 'trouble', 'u', 'again', '.', 'Can', 'buy', '4d', 'for', 'my', 'dad', 'again', '?', '1405', ',', '1680', ',', '1843', '.', 'All', '2', 'big', '1', 'small', ',', 'sat', 'n', 'sun', '.', 'Thanx', '.']","['Sorry', 'to', 'trouble', 'u', 'again', '.', 'Can', 'buy', '4d', 'for', 'my', 'dad', 'again', '?', '1405', ',', '1680', ',', '1843', '.', 'All', '2', 'big', '1', 'small', ',', 'sat', 'n', 'sun', '.', 'Thanx', '.']","['Sorry', 'to', 'trouble', 'u', 'again', '.', 'Can', 'buy', '4d', 'for', 'my', 'dad', 'again', '?', '1405', ',', '1680', ',', '1843', '.', 'All', '2', 'big', '1', 'small', ',', 'sat', 'n', 'sun', '.', 'Thanx', '.']","['sorry', 'to', 'trouble', 'u', 'again', '.', 'can', 'buy', '4d', 'for', 'my', 'dad', 'again', '?', '1405', ',', '1680', ',', '1843', '.', 'all', '2', 'big', '1', 'small', ',', 'sit', 'n', 'sun', '.', 'Thanx', '.']"
692,ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola",,,,76,"['My', 'sister', 'in', 'law', ',', 'hope', 'you', 'are', 'having', 'a', 'great', 'month', '.', 'Just', 'saying', 'hey', '.', 'Abiola']","['My', 'sister', 'in', 'law', ',', 'hope', 'you', 'are', 'having', 'a', 'great', 'month', '.', 'Just', 'saying', 'hey', '.', 'Abiola']","['My', 'sister', 'in', 'law', ',', 'hope', 'you', 'are', 'having', 'a', 'great', 'month', '.', 'Just', 'saying', 'hey', '.', 'Abiola']","['my', 'sister', 'in', 'law', ',', 'hope', 'you', 'be', 'have', 'a', 'great', 'month', '.', 'just', 'say', 'hey', '.', 'Abiola']"
693,ham,Will purchase d stuff today and mail to you. Do you have a po box number?,,,,73,"['Will', 'purchase', 'd', 'stuff', 'today', 'and', 'mail', 'to', 'you', '.', 'Do', 'you', 'have', 'a', 'po', 'box', 'number', '?']","['Will', 'purchase', 'd', 'stuff', 'today', 'and', 'mail', 'to', 'you', '.', 'Do', 'you', 'have', 'a', 'po', 'box', 'number', '?']","['Will', 'purchase', 'd', 'stuff', 'today', 'and', 'mail', 'to', 'you', '.', 'Do', 'you', 'have', 'a', 'po', 'box', 'number', '?']","['will', 'purchase', 'd', 'stuff', 'today', 'and', 'mail', 'to', 'you', '.', 'do', 'you', 'have', 'a', 'po', 'box', 'number', '?']"
694,ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,,,,92,"['Ah', 'poop', '.', 'Looks', 'like', 'ill', 'prob', 'have', 'to', 'send', 'in', 'my', 'laptop', 'to', 'get', 'fixed', 'cuz', 'it', 'has', 'a', 'gpu', 'problem']","['Ah', 'poop', '.', 'Looks', 'like', 'ill', 'prob', 'have', 'to', 'send', 'in', 'my', 'laptop', 'to', 'get', 'fixed', 'cuz', 'it', 'has', 'a', 'gpu', 'problem']","['Ah', 'poop', '.', 'Looks', 'like', 'ill', 'prob', 'have', 'to', 'send', 'in', 'my', 'laptop', 'to', 'get', 'fixed', 'cuz', 'it', 'ha', 'a', 'gpu', 'problem']","['ah', 'poop', '.', 'look', 'like', 'ill', 'prob', 'have', 'to', 'send', 'in', 'my', 'laptop', 'to', 'get', 'fix', 'cuz', 'it', 'have', 'a', 'gpu', 'problem']"
695,ham,Good. Good job. I like entrepreneurs,,,,36,"['Good', '.', 'Good', 'job', '.', 'I', 'like', 'entrepreneurs']","['Good', '.', 'Good', 'job', '.', 'I', 'like', 'entrepreneurs']","['Good', '.', 'Good', 'job', '.', 'I', 'like', 'entrepreneur']","['good', '.', 'good', 'job', '.', 'I', 'like', 'entrepreneur']"
696,ham,"Aight, you close by or still down around alex's place?",,,,54,"['Aight', ',', 'you', 'close', 'by', 'or', 'still', 'down', 'around', 'alex', ""'s"", 'place', '?']","['Aight', ',', 'you', 'close', 'by', 'or', 'still', 'down', 'around', 'alex', ""'s"", 'place', '?']","['Aight', ',', 'you', 'close', 'by', 'or', 'still', 'down', 'around', 'alex', ""'s"", 'place', '?']","['aight', ',', 'you', 'close', 'by', 'or', 'still', 'down', 'around', 'alex', ""'s"", 'place', '?']"
697,ham,meet you in corporation st outside gap Û_ you can see how my mind is working!,,,,78,"['meet', 'you', 'in', 'corporation', 'st', 'outside', 'gap', '\x89Û_', 'you', 'can', 'see', 'how', 'my', 'mind', 'is', 'working', '!']","['meet', 'you', 'in', 'corporation', 'st', 'outside', 'gap', '\x89Û', '_', 'you', 'can', 'see', 'how', 'my', 'mind', 'is', 'working', '!']","['meet', 'you', 'in', 'corporation', 'st', 'outside', 'gap', '\x89Û_', 'you', 'can', 'see', 'how', 'my', 'mind', 'is', 'working', '!']","['meet', 'you', 'in', 'corporation', 'st', 'outside', 'gap', '\x89û', '_', 'you', 'can', 'see', 'how', 'my', 'mind', 'be', 'work', '!']"
698,ham,Mum ask Ì_ to buy food home...,,,,30,"['Mum', 'ask', 'Ì_', 'to', 'buy', 'food', 'home', '...']","['Mum', 'ask', 'Ì', '_', 'to', 'buy', 'food', 'home', '...']","['Mum', 'ask', 'Ì_', 'to', 'buy', 'food', 'home', '...']","['mum', 'ask', 'Ì', '_', 'to', 'buy', 'food', 'home', '...']"
699,ham,K..u also dont msg or reply to his msg..,,,,40,"['K', '..', 'u', 'also', 'dont', 'msg', 'or', 'reply', 'to', 'his', 'msg', '..']","['K', '..', 'u', 'also', 'do', 'nt', 'msg', 'or', 'reply', 'to', 'his', 'msg', '..']","['K', '..', 'u', 'also', 'dont', 'msg', 'or', 'reply', 'to', 'his', 'msg', '..']","['K', '..', 'u', 'also', 'do', 'not', 'msg', 'or', 'reply', 'to', 'his', 'msg', '..']"
700,ham,How much r Ì_ willing to pay?,,,,29,"['How', 'much', 'r', 'Ì_', 'willing', 'to', 'pay', '?']","['How', 'much', 'r', 'Ì', '_', 'willing', 'to', 'pay', '?']","['How', 'much', 'r', 'Ì_', 'willing', 'to', 'pay', '?']","['how', 'much', 'r', 'ì', '_', 'willing', 'to', 'pay', '?']"
701,ham,"Sorry, I'll call later",,,,22,"['Sorry', ',', 'I', ""'ll"", 'call', 'later']","['Sorry', ',', 'I', ""'ll"", 'call', 'later']","['Sorry', ',', 'I', ""'ll"", 'call', 'later']","['sorry', ',', 'I', 'will', 'call', 'later']"
702,ham,What is important is that you prevent dehydration by giving her enough fluids,,,,77,"['What', 'is', 'important', 'is', 'that', 'you', 'prevent', 'dehydration', 'by', 'giving', 'her', 'enough', 'fluids']","['What', 'is', 'important', 'is', 'that', 'you', 'prevent', 'dehydration', 'by', 'giving', 'her', 'enough', 'fluids']","['What', 'is', 'important', 'is', 'that', 'you', 'prevent', 'dehydration', 'by', 'giving', 'her', 'enough', 'fluid']","['what', 'be', 'important', 'be', 'that', 'you', 'prevent', 'dehydration', 'by', 'give', 'she', 'enough', 'fluid']"
703,ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",,,,109,"['Thats', 'a', 'bit', 'weird', ',', 'even', '?', '-', 'where', 'is', 'the', 'do', 'supposed', 'to', 'be', 'happening', '?', 'But', 'good', 'idea', ',', 'sure', 'they', 'will', 'be', 'in', 'pub', '!']","['That', 's', 'a', 'bit', 'weird', ',', 'even', '?', '-', 'where', 'is', 'the', 'do', 'supposed', 'to', 'be', 'happening', '?', 'But', 'good', 'idea', ',', 'sure', 'they', 'will', 'be', 'in', 'pub', '!']","['Thats', 'a', 'bit', 'weird', ',', 'even', '?', '-', 'where', 'is', 'the', 'do', 'supposed', 'to', 'be', 'happening', '?', 'But', 'good', 'idea', ',', 'sure', 'they', 'will', 'be', 'in', 'pub', '!']","['that', 's', 'a', 'bit', 'weird', ',', 'even', '?', '-', 'where', 'be', 'the', 'do', 'suppose', 'to', 'be', 'happen', '?', 'but', 'good', 'idea', ',', 'sure', 'they', 'will', 'be', 'in', 'pub', '!']"
704,ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,,,,75,"['True', 'dear', '..', 'i', 'sat', 'to', 'pray', 'evening', 'and', 'felt', 'so.so', 'i', 'sms', ""'d"", 'you', 'in', 'some', 'time', '...']","['True', 'dear', '..', 'i', 'sat', 'to', 'pray', 'evening', 'and', 'felt', 'so.so', 'i', ""sms'd"", 'you', 'in', 'some', 'time', '...']","['True', 'dear', '..', 'i', 'sat', 'to', 'pray', 'evening', 'and', 'felt', 'so.so', 'i', 'sm', ""'d"", 'you', 'in', 'some', 'time', '...']","['true', 'dear', '..', 'I', 'sit', 'to', 'pray', 'evening', 'and', 'feel', 'so.so', 'I', ""sms'd"", 'you', 'in', 'some', 'time', '...']"
705,ham,"I don't think I can get away for a trek that long with family in town, sorry",,,,76,"['I', 'do', ""n't"", 'think', 'I', 'can', 'get', 'away', 'for', 'a', 'trek', 'that', 'long', 'with', 'family', 'in', 'town', ',', 'sorry']","['I', 'do', ""n't"", 'think', 'I', 'can', 'get', 'away', 'for', 'a', 'trek', 'that', 'long', 'with', 'family', 'in', 'town', ',', 'sorry']","['I', 'do', ""n't"", 'think', 'I', 'can', 'get', 'away', 'for', 'a', 'trek', 'that', 'long', 'with', 'family', 'in', 'town', ',', 'sorry']","['I', 'do', 'not', 'think', 'I', 'can', 'get', 'away', 'for', 'a', 'trek', 'that', 'long', 'with', 'family', 'in', 'town', ',', 'sorry']"
706,ham,So when do you wanna gym harri,,,,30,"['So', 'when', 'do', 'you', 'wan', 'na', 'gym', 'harri']","['So', 'when', 'do', 'you', 'wanna', 'gym', 'harri']","['So', 'when', 'do', 'you', 'wan', 'na', 'gym', 'harri']","['so', 'when', 'do', 'you', 'wanna', 'gym', 'harri']"
707,ham,Quite late lar... Ard 12 anyway i wun b drivin...,,,,49,"['Quite', 'late', 'lar', '...', 'Ard', '12', 'anyway', 'i', 'wun', 'b', 'drivin', '...']","['Quite', 'late', 'lar', '...', 'Ard', '12', 'anyway', 'i', 'wun', 'b', 'drivin', '...']","['Quite', 'late', 'lar', '...', 'Ard', '12', 'anyway', 'i', 'wun', 'b', 'drivin', '...']","['quite', 'late', 'lar', '...', 'Ard', '12', 'anyway', 'I', 'wun', 'b', 'drivin', '...']"
708,spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",,,,155,"['To', 'review', 'and', 'KEEP', 'the', 'fantastic', 'Nokia', 'N-Gage', 'game', 'deck', 'with', 'Club', 'Nokia', ',', 'go', '2', 'www.cnupdates.com/newsletter', '.', 'unsubscribe', 'from', 'alerts', 'reply', 'with', 'the', 'word', 'OUT']","['To', 'review', 'and', 'KEEP', 'the', 'fantastic', 'Nokia', 'N', '-', 'Gage', 'game', 'deck', 'with', 'Club', 'Nokia', ',', 'go', '2', 'www.cnupdates.com/newsletter', '.', 'unsubscribe', 'from', 'alerts', 'reply', 'with', 'the', 'word', 'OUT']","['To', 'review', 'and', 'KEEP', 'the', 'fantastic', 'Nokia', 'N-Gage', 'game', 'deck', 'with', 'Club', 'Nokia', ',', 'go', '2', 'www.cnupdates.com/newsletter', '.', 'unsubscribe', 'from', 'alert', 'reply', 'with', 'the', 'word', 'OUT']","['to', 'review', 'and', 'keep', 'the', 'fantastic', 'Nokia', 'N', '-', 'Gage', 'game', 'deck', 'with', 'Club', 'Nokia', ',', 'go', '2', 'www.cnupdates.com/newsletter', '.', 'unsubscribe', 'from', 'alert', 'reply', 'with', 'the', 'word', 'OUT']"
709,spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,,,,160,"['4mths', 'half', 'price', 'Orange', 'line', 'rental', '&', 'latest', 'camera', 'phones', '4', 'FREE', '.', 'Had', 'your', 'phone', '11mths+', '?', 'Call', 'MobilesDirect', 'free', 'on', '08000938767', 'to', 'update', 'now', '!', 'or2stoptxt', 'T', '&', 'Cs']","['4mths', 'half', 'price', 'Orange', 'line', 'rental', '&', 'latest', 'camera', 'phones', '4', 'FREE', '.', 'Had', 'your', 'phone', '11mths+', '?', 'Call', 'MobilesDirect', 'free', 'on', '08000938767', 'to', 'update', 'now', '!', 'or2stoptxt', 'T&Cs']","['4mths', 'half', 'price', 'Orange', 'line', 'rental', '&', 'latest', 'camera', 'phone', '4', 'FREE', '.', 'Had', 'your', 'phone', '11mths+', '?', 'Call', 'MobilesDirect', 'free', 'on', '08000938767', 'to', 'update', 'now', '!', 'or2stoptxt', 'T', '&', 'Cs']","['4mth', 'half', 'price', 'Orange', 'line', 'rental', '&', 'late', 'camera', 'phone', '4', 'free', '.', 'have', 'your', 'phone', '11mths+', '?', 'call', 'MobilesDirect', 'free', 'on', '08000938767', 'to', 'update', 'now', '!', 'or2stoptxt', 't&cs']"
710,ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,"this wont even start........ Datz confidence..""",,,269,"['Height', 'of', 'Confidence', ':', 'All', 'the', 'Aeronautics', 'professors', 'wer', 'calld', '&', 'amp', ';', 'they', 'wer', 'askd', '2', 'sit', 'in', 'an', 'aeroplane', '.', 'Aftr', 'they', 'sat', 'they', 'wer', 'told', 'dat', 'the', 'plane', 'ws', 'made', 'by', 'their', 'students', '.', 'Dey', 'all', 'hurried', 'out', 'of', 'd', 'plane', '..', 'Bt', 'only', '1', 'didnt', 'move', '...', 'He', 'said', ':', '\\if', 'it', 'is', 'made', 'by', 'my', 'students']","['Height', 'of', 'Confidence', ':', 'All', 'the', 'Aeronautics', 'professors', 'wer', 'calld', '&', 'amp', ';', 'they', 'wer', 'askd', '2', 'sit', 'in', 'an', 'aeroplane', '.', 'Aftr', 'they', 'sat', 'they', 'wer', 'told', 'dat', 'the', 'plane', 'ws', 'made', 'by', 'their', 'students', '.', 'Dey', 'all', 'hurried', 'out', 'of', 'd', 'plane', '..', 'Bt', 'only', '1', 'did', 'nt', 'move', '...', 'He', 'said:\\if', 'it', 'is', 'made', 'by', 'my', 'students']","['Height', 'of', 'Confidence', ':', 'All', 'the', 'Aeronautics', 'professor', 'wer', 'calld', '&', 'amp', ';', 'they', 'wer', 'askd', '2', 'sit', 'in', 'an', 'aeroplane', '.', 'Aftr', 'they', 'sat', 'they', 'wer', 'told', 'dat', 'the', 'plane', 'w', 'made', 'by', 'their', 'student', '.', 'Dey', 'all', 'hurried', 'out', 'of', 'd', 'plane', '..', 'Bt', 'only', '1', 'didnt', 'move', '...', 'He', 'said', ':', '\\if', 'it', 'is', 'made', 'by', 'my', 'student']","['height', 'of', 'confidence', ':', 'all', 'the', 'Aeronautics', 'professor', 'wer', 'calld', '&', 'amp', ';', 'they', 'wer', 'askd', '2', 'sit', 'in', 'an', 'aeroplane', '.', 'aftr', 'they', 'sit', 'they', 'wer', 'tell', 'dat', 'the', 'plane', 'ws', 'make', 'by', 'their', 'student', '.', 'dey', 'all', 'hurry', 'out', 'of', 'd', 'plane', '..', 'Bt', 'only', '1', 'do', 'not', 'move', '...', 'he', 'said:\\if', 'it', 'be', 'make', 'by', 'my', 'student']"
